team,name,season,gamesPlayed,wins,losses,overtimeLosses,points,pointsPercentage,regulationWins,regulationOvertimeWins,shootoutWins,goalsFor,goalsAgainst,goalsForPerGame,goalsAgainstPerGame,shutouts,powerPlayPercentage,penaltyKillPercentage,netPowerPlayPercentage,netPenaltyKillPercentage,shotsPerGame,shotsAgainstPerGame,faceoffWinsPercentage
DET,Detroit Red Wings,2021,82,32,40,10,74,0.451,21,29,3,227,310,2.77,3.78,4,16.3,73.8,11.9,75.6,29.4,33.7,49.4
EDM,Edmonton Oilers,2021,82,49,27,6,104,0.634,38,44,5,285,251,3.48,3.06,4,26.0,79.4,23.4,83.7,34.0,32.3,51.3
FLA,Florida Panthers,2021,82,58,18,6,122,0.744,42,55,3,337,242,4.11,2.95,5,24.4,79.5,21.4,84.2,37.3,30.7,48.2
LAK,Los Angeles Kings,2021,82,44,27,11,99,0.604,35,40,4,235,232,2.87,2.83,5,16.1,76.7,12.5,81.5,34.9,28.5,52.2
MIN,Minnesota Wild,2021,82,53,22,7,113,0.689,37,48,5,305,249,3.72,3.04,3,20.5,76.1,18.6,76.9,32.5,31.4,47.6
MTL,Montréal Canadiens,2021,82,22,49,11,55,0.335,16,19,3,218,317,2.66,3.87,3,13.7,75.5,8.9,77.7,29.8,34.4,49.2
NSH,Nashville Predators,2021,82,45,30,7,97,0.591,35,41,4,262,250,3.2,3.05,4,24.4,79.2,22.5,79.9,29.7,32.3,51.2
NJD,New Jersey Devils,2021,82,27,46,9,63,0.384,19,24,3,245,302,2.99,3.68,2,15.6,80.2,9.3,83.0,31.2,31.0,46.8
NYI,New York Islanders,2021,82,37,35,10,84,0.512,34,35,2,229,231,2.79,2.82,9,22.1,84.2,18.8,86.5,28.9,32.5,51.3
NYR,New York Rangers,2021,82,52,24,6,110,0.671,44,48,4,250,204,3.05,2.49,9,25.2,82.3,24.3,85.8,29.2,30.8,48.1
OTT,Ottawa Senators,2021,82,33,42,7,73,0.445,26,30,3,224,264,2.73,3.22,2,19.3,80.3,17.7,83.9,30.0,33.4,47.9
PHI,Philadelphia Flyers,2021,82,25,46,11,61,0.372,20,24,1,210,294,2.56,3.59,1,12.6,75.7,7.9,78.3,31.0,34.0,52.1
PIT,Pittsburgh Penguins,2021,82,46,25,11,103,0.628,37,43,3,269,222,3.28,2.71,7,20.2,84.4,16.9,85.8,34.7,31.4,51.1
SJS,San Jose Sharks,2021,82,32,37,13,77,0.47,22,29,3,211,261,2.57,3.18,3,19.0,85.2,13.9,87.0,29.3,32.0,49.6
SEA,Seattle Kraken,2021,82,27,49,6,60,0.366,23,24,3,213,284,2.6,3.46,3,14.5,74.9,11.4,78.5,29.0,28.9,47.7
STL,St. Louis Blues,2021,82,49,22,11,109,0.665,43,47,2,309,239,3.77,2.91,4,27.0,84.1,24.9,88.2,30.4,31.6,50.2
TBL,Tampa Bay Lightning,2021,82,51,23,8,110,0.671,39,49,2,285,228,3.48,2.78,3,23.9,80.6,22.0,83.3,30.9,29.8,50.1
TOR,Toronto Maple Leafs,2021,82,54,21,7,115,0.701,45,51,3,312,252,3.8,3.07,7,27.3,82.1,25.5,87.6,34.6,30.6,55.1
VAN,Vancouver Canucks,2021,82,40,30,12,92,0.561,32,37,3,246,231,3.0,2.82,1,23.5,74.9,21.1,77.1,32.0,31.9,52.0
VGK,Vegas Golden Knights,2021,82,43,31,8,94,0.573,34,39,4,262,244,3.2,2.98,3,18.4,77.4,15.1,82.2,34.5,30.0,49.3
WSH,Washington Capitals,2021,82,44,26,12,100,0.61,35,39,5,270,242,3.29,2.95,8,18.8,80.4,15.2,84.0,31.4,29.0,47.1
WPG,Winnipeg Jets,2021,82,39,32,11,89,0.543,32,37,2,250,253,3.05,3.09,5,21.1,75.0,17.8,78.9,32.3,33.2,50.7
ANA,Anaheim Ducks,2022,82,23,47,12,58,0.354,13,20,3,206,335,2.51,4.09,1,15.7,72.1,12.7,72.5,28.4,39.1,46.7
ARI,Arizona Coyotes,2022,82,28,40,14,70,0.427,20,25,3,225,295,2.74,3.6,4,18.9,74.6,16.4,76.2,25.8,35.0,45.9
BOS,Boston Bruins,2022,82,65,12,5,135,0.823,54,61,4,301,174,3.67,2.12,7,22.2,87.3,19.4,90.1,33.0,29.8,54.5
BUF,Buffalo Sabres,2022,82,42,33,7,91,0.555,30,39,3,293,297,3.57,3.62,2,23.4,73.0,20.8,77.0,32.5,33.0,45.1
CGY,Calgary Flames,2022,82,38,27,17,93,0.567,31,36,2,258,247,3.15,3.01,1,19.8,82.6,17.5,85.6,36.0,27.3,50.3
CAR,Carolina Hurricanes,2022,82,52,21,9,113,0.689,39,48,4,262,210,3.2,2.56,9,19.8,84.4,17.4,88.7,34.8,26.0,52.9
CHI,Chicago Blackhawks,2022,82,26,49,7,59,0.36,18,24,2,202,299,2.46,3.65,2,16.4,76.2,12.1,79.2,27.0,33.6,52.7
COL,Colorado Avalanche,2022,82,51,24,7,109,0.665,36,45,6,274,223,3.34,2.72,6,24.5,79.0,22.6,81.5,33.3,31.0,46.7
CBJ,Columbus Blue Jackets,2022,82,25,48,9,59,0.36,15,24,1,213,329,2.6,4.01,0,18.3,75.1,14.3,77.2,29.3,35.4,48.6
DAL,Dallas Stars,2022,82,47,21,14,108,0.659,39,43,4,281,215,3.43,2.62,6,25.0,83.5,23.0,87.6,31.9,29.9,54.8
DET,Detroit Red Wings,2022,82,35,37,10,80,0.488,28,32,3,237,275,2.89,3.35,4,21.1,78.3,16.7,80.3,28.2,30.4,49.1
EDM,Edmonton Oilers,2022,82,50,23,9,109,0.665,45,50,0,325,256,3.96,3.12,2,32.4,77.0,29.8,83.5,33.6,31.4,50.8
FLA,Florida Panthers,2022,82,42,32,8,92,0.561,36,40,2,288,272,3.51,3.32,3,22.8,75.9,19.6,78.0,36.8,31.7,48.9
LAK,Los Angeles Kings,2022,82,47,25,10,104,0.634,37,41,6,274,254,3.34,3.1,3,25.3,75.8,21.9,78.4,32.4,27.9,53.3
MIN,Minnesota Wild,2022,82,46,25,11,103,0.628,34,39,7,239,219,2.91,2.67,5,21.4,82.0,20.2,87.5,30.9,31.1,47.7
MTL,Montréal Canadiens,2022,82,31,45,6,68,0.415,21,26,5,227,305,2.77,3.72,1,16.1,72.7,14.8,75.6,27.3,33.6,48.5
NSH,Nashville Predators,2022,82,42,32,8,92,0.561,29,36,6,223,236,2.72,2.88,2,17.6,82.5,15.2,84.7,29.5,33.3,52.2
NJD,New Jersey Devils,2022,82,52,22,8,112,0.683,39,50,2,289,222,3.52,2.71,4,21.9,82.6,18.3,86.5,34.4,28.2,51.3
NYI,New York Islanders,2022,82,42,31,9,93,0.567,36,41,1,242,217,2.95,2.65,8,15.8,82.2,12.6,84.9,30.8,31.0,51.7
NYR,New York Rangers,2022,82,47,22,13,107,0.652,37,43,4,273,216,3.33,2.63,4,24.1,81.2,22.0,84.8,31.5,29.3,49.1
OTT,Ottawa Senators,2022,82,39,35,8,86,0.524,31,37,2,259,270,3.16,3.29,3,23.5,80.1,19.9,83.1,33.5,31.4,51.4
PHI,Philadelphia Flyers,2022,82,31,38,13,75,0.457,26,29,2,220,276,2.68,3.37,3,15.6,74.7,11.6,79.4,29.5,31.5,45.7
PIT,Pittsburgh Penguins,2022,82,40,31,11,91,0.555,31,39,1,261,263,3.18,3.21,2,21.7,79.1,20.0,81.0,34.4,32.8,52.1
SJS,San Jose Sharks,2022,82,22,44,16,60,0.366,16,21,1,233,315,2.84,3.84,4,18.4,82.4,12.6,84.0,29.5,32.2,51.0
SEA,Seattle Kraken,2022,82,46,28,8,100,0.61,37,46,0,289,252,3.52,3.07,3,19.8,76.7,16.0,79.2,30.5,27.0,45.3
STL,St. Louis Blues,2022,82,37,38,7,81,0.494,27,34,3,260,298,3.17,3.63,4,19.3,72.4,13.4,75.6,28.5,32.3,48.5
TBL,Tampa Bay Lightning,2022,82,46,30,6,98,0.598,38,43,3,280,252,3.41,3.07,6,25.4,79.7,21.4,82.4,32.0,31.5,51.6
TOR,Toronto Maple Leafs,2022,82,50,21,11,111,0.677,42,49,1,278,220,3.39,2.68,5,26.0,81.9,22.8,85.1,32.0,29.5,53.1
VAN,Vancouver Canucks,2022,82,38,37,7,83,0.506,24,32,6,270,296,3.29,3.61,1,22.7,71.6,17.6,77.8,29.7,30.8,49.5
VGK,Vegas Golden Knights,2022,82,51,22,9,111,0.677,38,46,5,267,225,3.26,2.74,3,20.3,77.4,18.4,82.6,31.5,30.9,52.3
WSH,Washington Capitals,2022,82,35,37,10,80,0.488,27,33,2,253,261,3.09,3.18,5,21.2,81.9,18.0,83.6,31.1,31.1,49.5
WPG,Winnipeg Jets,2022,82,46,33,3,95,0.579,36,45,1,246,224,3.0,2.73,4,19.3,82.4,17.0,85.4,30.3,30.3,48.9
ANA,Anaheim Ducks,2023,82,27,50,5,59,0.36,21,26,1,203,293,2.48,3.57,1,17.9,72.4,15.7,76.1,26.8,32.5,46.6
ARI,Arizona Coyotes,2023,82,36,41,5,77,0.47,28,34,2,254,274,3.1,3.34,7,22.0,76.3,19.1,78.9,27.7,31.7,45.1
BOS,Boston Bruins,2023,82,47,20,15,109,0.665,36,43,4,263,221,3.21,2.7,5,22.2,82.5,19.8,85.1,29.3,30.5,49.5
BUF,Buffalo Sabres,2023,82,39,37,6,84,0.512,33,37,2,244,243,2.98,2.96,5,16.6,79.8,12.1,82.7,30.9,29.3,45.0
CGY,Calgary Flames,2023,82,38,39,5,81,0.494,32,38,0,253,267,3.09,3.26,2,17.9,80.8,13.5,85.3,31.4,29.7,49.6
CAR,Carolina Hurricanes,2023,82,52,23,7,111,0.677,44,50,2,277,211,3.38,2.57,8,26.9,86.4,23.7,90.7,33.3,25.6,52.6
CHI,Chicago Blackhawks,2023,82,23,53,6,52,0.317,17,22,1,178,289,2.17,3.52,1,16.6,75.8,13.2,77.1,26.3,32.7,46.3
COL,Colorado Avalanche,2023,82,50,25,7,107,0.652,42,48,2,302,252,3.68,3.07,4,24.5,79.9,22.3,82.6,33.0,29.8,47.9
CBJ,Columbus Blue Jackets,2023,82,27,43,12,66,0.402,21,24,3,234,298,2.85,3.63,1,15.1,76.3,12.3,78.4,30.0,34.4,47.2
DAL,Dallas Stars,2023,82,52,21,9,113,0.689,40,48,4,294,232,3.59,2.83,4,24.2,82.0,22.5,87.0,31.6,28.7,54.0
DET,Detroit Red Wings,2023,82,41,32,9,91,0.555,27,38,3,275,273,3.35,3.33,4,23.1,79.6,19.4,82.5,29.0,32.4,50.6
EDM,Edmonton Oilers,2023,82,49,27,6,104,0.634,39,47,2,292,236,3.56,2.88,4,26.3,79.5,24.3,82.2,33.8,28.1,53.2
FLA,Florida Panthers,2023,82,52,24,6,110,0.671,42,49,3,265,198,3.23,2.41,8,23.5,82.5,20.1,85.2,33.7,27.8,51.3
LAK,Los Angeles Kings,2023,82,44,27,11,99,0.604,37,42,2,254,210,3.1,2.56,7,22.6,84.6,19.8,88.9,31.9,28.0,50.6
MIN,Minnesota Wild,2023,82,39,34,9,87,0.53,32,36,3,248,260,3.02,3.17,6,22.7,74.5,18.7,75.7,30.1,29.7,47.3
MTL,Montréal Canadiens,2023,82,30,36,16,76,0.463,20,26,4,232,281,2.83,3.43,2,17.5,76.4,12.7,79.0,27.7,33.4,51.5
NSH,Nashville Predators,2023,82,47,30,5,99,0.604,38,44,3,266,248,3.24,3.02,4,21.6,76.9,19.7,79.8,32.2,30.6,50.4
NJD,New Jersey Devils,2023,82,38,39,5,81,0.494,33,38,0,264,281,3.22,3.43,1,22.4,80.7,18.8,81.9,30.7,30.0,53.5
NYI,New York Islanders,2023,82,39,27,16,94,0.573,29,38,1,245,258,2.99,3.15,5,20.3,71.5,19.0,76.0,30.1,32.8,51.3
NYR,New York Rangers,2023,82,55,23,4,114,0.695,43,51,4,278,226,3.39,2.76,6,26.4,84.5,24.0,87.9,31.5,29.5,52.3
OTT,Ottawa Senators,2023,82,37,41,4,78,0.476,25,32,5,250,281,3.05,3.43,2,18.0,75.1,15.9,78.0,31.7,29.7,51.0
PHI,Philadelphia Flyers,2023,82,38,33,11,87,0.53,30,34,4,231,258,2.82,3.15,5,12.2,83.4,10.6,90.0,33.0,27.1,49.7
PIT,Pittsburgh Penguins,2023,82,38,32,12,88,0.537,32,36,2,253,248,3.09,3.02,8,15.3,80.7,10.7,82.7,32.7,30.2,54.6
SJS,San Jose Sharks,2023,82,19,54,9,47,0.287,14,18,1,180,326,2.2,3.98,2,20.2,75.4,16.3,76.6,25.2,35.1,49.0
SEA,Seattle Kraken,2023,82,34,35,13,81,0.494,28,31,3,214,232,2.61,2.83,5,20.7,78.8,16.9,81.5,28.6,29.2,47.5
STL,St. Louis Blues,2023,82,43,33,6,92,0.561,31,38,5,234,248,2.85,3.02,4,18.0,79.1,15.2,84.2,28.9,32.1,49.9
TBL,Tampa Bay Lightning,2023,82,45,29,8,98,0.598,37,42,3,288,267,3.51,3.26,4,28.6,83.3,26.2,85.5,29.3,29.6,51.8
TOR,Toronto Maple Leafs,2023,82,46,26,10,102,0.622,33,41,5,298,261,3.63,3.18,5,23.9,76.9,20.2,79.4,32.6,29.8,53.5
VAN,Vancouver Canucks,2023,82,50,23,9,109,0.665,44,50,0,279,221,3.4,2.7,7,22.7,79.1,19.9,81.9,28.4,28.6,52.1
VGK,Vegas Golden Knights,2023,82,45,29,8,98,0.598,34,41,4,263,243,3.21,2.96,3,20.2,79.3,17.1,83.6,31.1,30.3,50.2
WSH,Washington Capitals,2023,82,40,31,11,91,0.555,32,36,4,216,252,2.63,3.07,7,20.6,79.0,18.4,80.3,26.5,30.5,46.7
WPG,Winnipeg Jets,2023,82,52,24,6,110,0.671,46,52,0,259,198,3.16,2.41,8,18.8,77.1,16.7,78.5,30.3,29.6,47.6
ANA,Anaheim Ducks,2024,82,35,37,10,80,0.488,24,31,4,217,261,2.65,3.18,1,11.8,74.2,9.0,75.4,27.7,32.3,44.6
BOS,Boston Bruins,2024,82,33,39,10,76,0.463,26,33,0,222,271,2.71,3.3,7,15.2,76.3,9.6,78.8,26.5,28.6,51.7
BUF,Buffalo Sabres,2024,82,36,39,7,79,0.482,29,32,4,265,287,3.23,3.5,3,18.8,76.3,15.3,80.5,27.8,28.9,47.8
CGY,Calgary Flames,2024,82,41,27,14,96,0.585,31,36,5,220,236,2.68,2.88,5,21.0,76.1,18.5,79.2,29.4,28.9,46.2
CAR,Carolina Hurricanes,2024,82,47,30,5,99,0.604,42,47,0,266,230,3.24,2.8,5,18.7,83.6,16.7,87.7,31.7,24.9,52.7
CHI,Chicago Blackhawks,2024,82,25,46,11,61,0.372,20,23,2,224,292,2.73,3.56,0,24.9,79.3,21.2,81.9,24.5,31.1,44.8
COL,Colorado Avalanche,2024,82,49,29,4,102,0.622,40,45,4,273,231,3.33,2.82,5,24.8,79.8,21.8,82.2,29.9,25.9,47.1
CBJ,Columbus Blue Jackets,2024,82,40,33,9,89,0.543,30,34,6,267,267,3.26,3.26,4,19.5,77.0,15.7,81.1,29.0,29.9,47.8
DAL,Dallas Stars,2024,82,50,26,6,106,0.646,41,48,2,275,222,3.35,2.71,4,22.0,82.0,20.4,85.5,28.4,29.0,52.1
DET,Detroit Red Wings,2024,82,39,35,8,86,0.524,30,36,3,235,259,2.87,3.16,4,27.0,70.1,24.1,71.2,27.4,28.5,49.0
EDM,Edmonton Oilers,2024,82,48,29,5,101,0.616,36,48,0,259,235,3.16,2.87,4,23.7,78.2,21.9,80.6,32.0,27.0,50.9
FLA,Florida Panthers,2024,82,47,31,4,98,0.598,37,41,6,246,223,3.0,2.72,8,23.5,80.7,19.3,85.7,31.6,26.2,49.4
LAK,Los Angeles Kings,2024,82,48,25,9,105,0.64,43,47,1,249,203,3.04,2.48,6,17.9,81.4,15.0,83.1,28.1,25.5,50.6
MIN,Minnesota Wild,2024,82,45,30,7,97,0.591,33,42,3,225,236,2.74,2.88,6,20.9,72.4,18.9,74.4,27.6,29.6,46.7
MTL,Montréal Canadiens,2024,82,40,31,11,91,0.555,30,38,2,243,261,2.96,3.18,5,20.1,80.9,17.5,84.4,25.6,29.0,50.8
NSH,Nashville Predators,2024,82,30,44,8,68,0.415,24,28,2,212,274,2.59,3.34,4,21.9,81.5,19.7,81.9,29.3,28.6,51.3
NJD,New Jersey Devils,2024,82,42,33,7,91,0.555,36,40,2,240,220,2.93,2.68,9,28.2,82.7,26.4,85.8,28.1,26.4,49.8
NYI,New York Islanders,2024,82,35,35,12,82,0.5,28,33,2,222,257,2.71,3.13,4,12.6,72.2,8.7,77.2,29.5,28.7,54.9
NYR,New York Rangers,2024,82,39,36,7,85,0.518,35,38,1,255,255,3.11,3.11,9,17.6,80.3,14.3,87.9,28.6,29.9,53.6
OTT,Ottawa Senators,2024,82,45,30,7,97,0.591,35,44,1,242,232,2.95,2.83,10,23.8,77.7,22.7,81.7,29.3,28.6,53.1
PHI,Philadelphia Flyers,2024,82,33,39,10,76,0.463,21,27,6,232,283,2.83,3.45,3,15.0,77.6,10.3,79.6,27.0,27.0,49.9
PIT,Pittsburgh Penguins,2024,82,34,36,12,80,0.488,24,33,1,242,287,2.95,3.5,3,25.8,77.8,23.5,80.1,28.3,30.1,52.8
SJS,San Jose Sharks,2024,82,20,50,12,52,0.317,14,18,2,208,310,2.54,3.78,1,18.6,74.2,15.0,76.2,26.9,31.8,48.1
SEA,Seattle Kraken,2024,82,35,41,6,76,0.463,28,33,2,245,262,2.99,3.2,2,18.9,77.2,17.2,78.8,27.4,28.6,48.6
STL,St. Louis Blues,2024,82,44,30,8,96,0.585,32,40,4,250,231,3.05,2.82,4,22.1,74.2,19.5,76.3,26.7,27.3,51.6
TBL,Tampa Bay Lightning,2024,82,47,27,8,102,0.622,41,45,2,292,216,3.56,2.63,7,25.9,81.6,20.3,86.9,28.5,28.2,50.1
TOR,Toronto Maple Leafs,2024,82,52,26,4,108,0.659,41,51,1,267,229,3.26,2.79,5,24.8,77.9,21.6,80.4,28.0,29.3,53.7
UTA,Utah Hockey Club,2024,82,38,31,13,89,0.543,30,37,1,240,247,2.93,3.01,2,24.2,79.3,20.8,80.9,28.5,27.7,51.6
VAN,Vancouver Canucks,2024,82,38,30,14,90,0.549,28,35,3,233,251,2.84,3.06,5,22.5,82.6,19.4,84.4,25.5,26.8,48.9
VGK,Vegas Golden Knights,2024,82,50,22,10,110,0.671,46,49,1,274,214,3.34,2.61,6,28.3,75.7,26.7,79.3,30.3,26.1,50.4
WSH,Washington Capitals,2024,82,51,22,9,111,0.677,43,49,2,286,229,3.49,2.79,3,23.5,82.0,20.4,85.4,27.6,27.2,50.2
WPG,Winnipeg Jets,2024,82,56,22,4,116,0.707,43,54,2,275,190,3.35,2.32,10,28.9,79.4,27.1,81.4,28.2,27.2,49.3
ANA,Anaheim Ducks,2025,53,28,22,3,59,0.557,16,22,6,171,188,3.23,3.55,0,18.1,77.5,17.5,81.5,30.2,28.9,47.1
BOS,Boston Bruins,2025,54,31,20,3,65,0.602,23,29,2,178,167,3.3,3.09,2,26.9,77.8,23.7,78.8,27.0,29.7,51.9
BUF,Buffalo Sabres,2025,52,30,17,5,65,0.625,24,27,3,176,159,3.38,3.06,2,19.2,83.6,17.9,88.6,27.5,29.6,44.2
CGY,Calgary Flames,2025,52,21,25,6,48,0.462,17,19,2,130,154,2.5,2.96,2,15.8,83.7,14.6,88.2,28.8,29.0,49.2
CAR,Carolina Hurricanes,2025,52,32,15,5,69,0.663,23,28,4,176,147,3.38,2.83,2,21.3,80.3,18.8,84.4,32.1,24.3,50.4
CHI,Chicago Blackhawks,2025,53,21,23,9,51,0.481,16,18,3,141,163,2.66,3.08,4,19.9,85.5,17.9,88.0,25.1,29.5,47.3
COL,Colorado Avalanche,2025,51,35,7,9,79,0.775,32,34,1,199,122,3.9,2.39,5,15.9,84.4,11.2,85.1,34.6,26.7,51.2
CBJ,Columbus Blue Jackets,2025,52,25,20,7,57,0.548,16,20,5,158,171,3.04,3.29,1,19.4,76.2,17.8,78.2,30.3,30.6,50.7
DAL,Dallas Stars,2025,53,30,14,9,69,0.651,26,27,3,173,144,3.26,2.72,3,29.9,79.9,27.3,81.7,25.3,27.4,52.0
DET,Detroit Red Wings,2025,54,32,17,5,69,0.639,22,30,2,166,160,3.07,2.96,3,24.1,79.0,21.2,79.7,28.5,28.1,51.2
EDM,Edmonton Oilers,2025,54,27,19,8,62,0.574,21,27,0,186,172,3.44,3.19,4,31.8,79.3,29.8,82.7,29.5,27.2,52.3
FLA,Florida Panthers,2025,52,28,21,3,59,0.567,23,25,3,157,168,3.02,3.23,3,18.2,82.5,15.0,84.7,28.9,25.8,47.3
LAK,Los Angeles Kings,2025,51,22,16,13,57,0.559,14,18,4,133,138,2.61,2.71,3,15.6,77.8,12.3,82.0,27.7,27.1,48.6
MIN,Minnesota Wild,2025,54,30,14,10,70,0.648,19,26,4,171,154,3.17,2.85,7,24.0,77.1,22.9,80.0,28.8,29.8,46.4
MTL,Montréal Canadiens,2025,53,29,17,7,65,0.613,18,27,2,178,173,3.36,3.26,1,23.2,76.9,21.3,79.2,26.2,27.0,50.1
NSH,Nashville Predators,2025,52,24,23,5,53,0.51,17,21,3,147,177,2.83,3.4,0,21.0,80.6,21.0,83.2,28.2,28.9,51.5
NJD,New Jersey Devils,2025,53,27,24,2,56,0.528,18,24,3,138,163,2.6,3.08,1,22.7,79.3,22.0,82.2,29.5,27.9,50.4
NYI,New York Islanders,2025,53,29,19,5,63,0.594,20,25,4,151,143,2.85,2.7,8,16.7,82.3,13.6,87.1,27.8,27.8,51.8
NYR,New York Rangers,2025,54,22,26,6,50,0.463,14,20,2,143,170,2.65,3.15,2,22.6,79.1,16.5,81.0,25.8,28.6,54.4
OTT,Ottawa Senators,2025,53,25,21,7,57,0.538,20,22,3,176,176,3.32,3.32,1,22.4,72.2,20.1,74.1,28.4,24.9,55.2
PHI,Philadelphia Flyers,2025,52,24,19,9,57,0.548,17,19,5,152,164,2.92,3.15,0,15.1,78.4,11.8,81.4,25.8,25.7,49.2
PIT,Pittsburgh Penguins,2025,51,26,14,11,63,0.618,22,25,1,168,145,3.29,2.84,3,27.4,83.6,23.0,84.9,28.7,27.6,50.5
SJS,San Jose Sharks,2025,51,27,21,3,57,0.559,16,25,2,159,175,3.12,3.43,0,20.9,77.7,17.5,79.0,25.6,30.4,47.7
SEA,Seattle Kraken,2025,52,24,19,9,57,0.548,18,23,1,147,151,2.83,2.9,2,22.5,71.9,17.9,72.6,25.5,29.2,47.3
STL,St. Louis Blues,2025,53,19,25,9,47,0.443,18,18,1,129,180,2.43,3.4,5,16.9,73.9,15.5,77.5,24.8,27.9,50.1
TBL,Tampa Bay Lightning,2025,51,33,14,4,70,0.686,26,30,3,176,128,3.45,2.51,2,21.4,84.4,19.5,86.3,27.5,26.1,46.6
TOR,Toronto Maple Leafs,2025,53,24,20,9,57,0.538,17,24,0,174,182,3.28,3.43,3,17.2,83.2,14.1,85.4,27.1,31.8,56.5
UTA,Utah Mammoth,2025,53,28,21,4,60,0.566,21,28,0,167,146,3.15,2.75,1,15.2,80.0,15.2,83.1,28.3,25.7,49.2
VAN,Vancouver Canucks,2025,53,17,31,5,39,0.368,11,13,4,137,195,2.58,3.68,1,19.0,70.1,15.5,73.8,27.0,29.8,48.5
VGK,Vegas Golden Knights,2025,52,25,14,13,63,0.606,18,24,1,172,159,3.31,3.06,2,25.5,81.1,22.3,82.0,29.0,24.8,50.7
WSH,Washington Capitals,2025,54,25,22,7,57,0.528,22,25,0,171,159,3.17,2.94,3,16.9,77.7,13.1,78.3,29.1,28.6,49.7
WPG,Winnipeg Jets,2025,52,21,24,7,49,0.471,19,20,1,152,159,2.92,3.06,0,19.6,79.1,18.2,82.3,26.2,27.9,50.6
